Entity,Code,Year,Mismanaged plastic waste (tonnes),Coastal population,Total population (Gapminder)
Denmark,DNK,1877,,,2019000.0
Denmark,DNK,1878,,,2043000.0
Denmark,DNK,1879,,,2064000.0
Denmark,DNK,1880,,,2081000.0
Denmark,DNK,1881,,,2101000.0
Denmark,DNK,1882,,,2120000.0
Denmark,DNK,1883,,,2137000.0
Denmark,DNK,1884,,,2160000.0
Denmark,DNK,1885,,,2186000.0
Denmark,DNK,1886,,,2213000.0
Denmark,DNK,1887,,,2237000.0
Denmark,DNK,1888,,,2257000.0
Denmark,DNK,1889,,,2276000.0
Denmark,DNK,1890,,,2294000.0
Denmark,DNK,1891,,,2311000.0
Denmark,DNK,1892,,,2327000.0
Denmark,DNK,1893,,,2344000.0
Denmark,DNK,1894,,,2367000.0
Denmark,DNK,1895,,,2397000.0
Denmark,DNK,1896,,,2428000.0
Denmark,DNK,1897,,,2462000.0
Denmark,DNK,1898,,,2497000.0
Denmark,DNK,1899,,,2530000.0
Denmark,DNK,1900,,,2561000.0
Denmark,DNK,1901,,,2594000.0
Denmark,DNK,1902,,,2623000.0
Denmark,DNK,1903,,,2653000.0
Denmark,DNK,1904,,,2681000.0
Denmark,DNK,1905,,,2710000.0
Denmark,DNK,1906,,,2741000.0
Denmark,DNK,1907,,,2775000.0
Denmark,DNK,1908,,,2809000.0
Denmark,DNK,1909,,,2845000.0
Denmark,DNK,1910,,,2882000.0
Denmark,DNK,1911,,,2917000.0
Denmark,DNK,1912,,,2951000.0
Denmark,DNK,1913,,,2983000.0
Denmark,DNK,1914,,,3018000.0
Denmark,DNK,1915,,,3055000.0
Denmark,DNK,1916,,,3092000.0
Denmark,DNK,1917,,,3130000.0
Denmark,DNK,1918,,,3165000.0
Denmark,DNK,1919,,,3202000.0
Denmark,DNK,1920,,,3242000.0
Denmark,DNK,1921,,,3285000.0
Denmark,DNK,1922,,,3322000.0
Denmark,DNK,1923,,,3356000.0
Denmark,DNK,1924,,,3389000.0
Denmark,DNK,1925,,,3425000.0
Denmark,DNK,1926,,,3452000.0
Denmark,DNK,1927,,,3475000.0
Denmark,DNK,1928,,,3497000.0
Denmark,DNK,1929,,,3518000.0
Denmark,DNK,1930,,,3542000.0
Denmark,DNK,1931,,,3569000.0
Denmark,DNK,1932,,,3603000.0
Denmark,DNK,1933,,,3633000.0
Denmark,DNK,1934,,,3666000.0
Denmark,DNK,1935,,,3695000.0
Denmark,DNK,1936,,,3722000.0
Denmark,DNK,1937,,,3749000.0
Denmark,DNK,1938,,,3777000.0
Denmark,DNK,1939,,,3805000.0
Denmark,DNK,1940,,,3832000.0
Denmark,DNK,1941,,,3863000.0
Denmark,DNK,1942,,,3903000.0
Denmark,DNK,1943,,,3949000.0
Denmark,DNK,1944,,,3998000.0
Denmark,DNK,1945,,,4045000.0
Denmark,DNK,1946,,,4101000.0
Denmark,DNK,1947,,,4146000.0
Denmark,DNK,1948,,,4190000.0
Denmark,DNK,1949,,,4230000.0
Denmark,DNK,1950,,,4268270.0
Denmark,DNK,1951,,,4308125.0
Denmark,DNK,1952,,,4344863.0
Denmark,DNK,1953,,,4378663.0
Denmark,DNK,1954,,,4409858.0
Denmark,DNK,1955,,,4438935.0
Denmark,DNK,1956,,,4466552.0
Denmark,DNK,1957,,,4493517.0
Denmark,DNK,1958,,,4520755.0
Denmark,DNK,1959,,,4549237.0
Denmark,DNK,1960,,,4579770.0
Denmark,DNK,1961,,,4612789.0
Denmark,DNK,1962,,,4648157.0
Denmark,DNK,1963,,,4685089.0
Denmark,DNK,1964,,,4722383.0
Denmark,DNK,1965,,,4759095.0
Denmark,DNK,1966,,,4794927.0
Denmark,DNK,1967,,,4829945.0
Denmark,DNK,1968,,,4863983.0
Denmark,DNK,1969,,,4896948.0
Denmark,DNK,1970,,,4928704.0
Denmark,DNK,1971,,,4959083.0
Denmark,DNK,1972,,,4987806.0
Denmark,DNK,1973,,,5014503.0
Denmark,DNK,1974,,,5038752.0
Denmark,DNK,1975,,,5060227.0
Denmark,DNK,1976,,,5079015.0
Denmark,DNK,1977,,,5095133.0
Denmark,DNK,1978,,,5108145.0
Denmark,DNK,1979,,,5117514.0
Denmark,DNK,1980,,,5123026.0
Denmark,DNK,1981,,,5124545.0
Denmark,DNK,1982,,,5122696.0
Denmark,DNK,1983,,,5118998.0
Denmark,DNK,1984,,,5115476.0
Denmark,DNK,1985,,,5113701.0
Denmark,DNK,1986,,,5114172.0
Denmark,DNK,1987,,,5116854.0
Denmark,DNK,1988,,,5122098.0
Denmark,DNK,1989,,,5130127.0
Denmark,DNK,1990,,,5141034.0
Denmark,DNK,1991,,,5155038.0
Denmark,DNK,1992,,,5172040.0
Denmark,DNK,1993,,,5191370.0
Denmark,DNK,1994,,,5212071.0
Denmark,DNK,1995,,,5233364.0
Denmark,DNK,1996,,,5255213.0
Denmark,DNK,1997,,,5277572.0
Denmark,DNK,1998,,,5299649.0
Denmark,DNK,1999,,,5320488.0
Denmark,DNK,2000,,,5339501.0
Denmark,DNK,2001,,,5356055.0
Denmark,DNK,2002,,,5370507.0
Denmark,DNK,2003,,,5384487.0
Denmark,DNK,2004,,,5400280.0
Denmark,DNK,2005,,,5419444.0
Denmark,DNK,2006,,,5442644.0
Denmark,DNK,2007,,,5469130.0
Denmark,DNK,2008,,,5497312.0
Denmark,DNK,2009,,,5524874.0
Denmark,DNK,2010,1791.0,5376386.0,5550142.0
Denmark,DNK,2011,,,5572594.0
Denmark,DNK,2012,,,5592738.0
Denmark,DNK,2013,,,5611187.0
Djibouti,DJI,1800,,,22848.0
Djibouti,DJI,1820,,,22848.0
Djibouti,DJI,1950,,,62001.0
Djibouti,DJI,1951,,,63464.0
Djibouti,DJI,1952,,,65022.0
Djibouti,DJI,1953,,,66649.0
Djibouti,DJI,1954,,,68353.0
Djibouti,DJI,1955,,,70178.0
Djibouti,DJI,1956,,,72203.0
Djibouti,DJI,1957,,,74539.0
Djibouti,DJI,1958,,,77330.0
Djibouti,DJI,1959,,,80730.0
Djibouti,DJI,1960,,,84877.0
Djibouti,DJI,1961,,,89853.0
Djibouti,DJI,1962,,,95652.0
Djibouti,DJI,1963,,,102165.0
Djibouti,DJI,1964,,,109222.0
Djibouti,DJI,1965,,,116706.0
Djibouti,DJI,1966,,,124688.0
Djibouti,DJI,1967,,,133253.0
Djibouti,DJI,1968,,,142320.0
Djibouti,DJI,1969,,,151782.0
Djibouti,DJI,1970,,,161622.0
Djibouti,DJI,1971,,,171519.0
Djibouti,DJI,1972,,,181622.0
